"DateUncertainty"	"Date"	"Year"	"Time"	"AP"	"ID"	"L1"	"L2"	"L3"	"L4"	"R1"	"R2"	"R3"	"Nest"	"Focal"	"Bled"	"Recap"	"NewFemale"	"Plasma"	"DateBled"	"Sex"	"Tissue"	"CCL"	"CCW"	"SCL"	"SCW"	"PL"	"PW"	"NumLeech"	"ClutchSize"	"TopEgg"	"NestDepth"	"LogNumTop"	"LogNumMid"	"LogNumBott"	"LoggerNum"	"LaunchDate"	"FisheyePhoto"	"DateDead"	"Predated"	"NumEggsHatched"	"NumEggsDead"	"egg1"	"egg2"	"egg3"	"egg4"	"egg5"	"egg6"	"egg7"	"egg8"	"egg9"	"egg10"	"egg11"	"egg12"	"egg13"	"egg14"	"egg15"	"egg16"	"egg17"	"egg18"	"egg19"	"egg20"	"egg21"	"egg22"	"MeanEggMass"	"Toeclip"	"Cort"	"Clutch"	"NumPectoralRidges"	"Comments"	"NestNotes"	"Veg.N"	"Veg.S"	"Veg.E"	"Veg.W"	"Film"	"Primi"	"JanzenNum"	"SoilType"	"Aspect"	"Slope"	"L.Foreclaw"	"Location"	"Aquatic"	"Deceased"	"newID"	"TrueID"	"UnknownID"	"Flag"	"YearDayLaid"	"Flagbin"	"Dummy"	"SexComments"	"Age"	"Cohort"	"Xcoord"	"Ycoord"	"DTW"	"Match"
NA	6/13/17	2017	816	PM	NA	1	2	NA	NA	1	2	10	172	NA	Y	Y	N	Y	NA	Female	NA	206	182	197.08	143.35	179.12	114.22	NA	NA	4.4	9.3	NA	NA	NA	NA	NA	7760	"6/14/17"	TRUE	NA	NA	8.04	6.46	7.78	7.64	6.67	6.85	7.81	7.61	7.67	7.04	NA	7.81	7.14	6.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Dent in second plastron scutes; mark in 2L marg. chipped; massive turtle"		NA	NA	NA	NA	NA	FALSE	NA	Loam	NA	0	NA		NA	NA	101020000010210	101020000010210	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/14/17	2017	721	AM	NA	8	NA	NA	NA	10	12	NA	174	NA	N	Y	N	N	NA	Female	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.9	9.8	NA	NA	NA	NA	NA	157	"6/15/17"	TRUE	NA	NA	7.12	6.7	7.4	5.95	6.69	5.59	6.83	6.09	7.3	6.16	6.94	6.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA			NA	NA	NA	NA	NA	FALSE	NA	Gravel	106	10	NA		NA	NA	108000000101200	108000000101200	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/14/17	2017	803	AM	NA	9	NA	NA	NA	2	12	NA	175	NA	N	Y	N	N	NA	Female	NA	NA	NA	150.45	NA	142.65	NA	NA	NA	4.8	10	NA	NA	NA	NA	NA	7854	"6/15/17"	TRUE	NA	NA	6.82	6.97	7.05	6.97	6.67	5.94	6.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Y	NA	NA	7			NA	NA	NA	NA	NA	FALSE	NA	LoamGravel	355	5	NA	"S. Potters"	NA	NA	109000000021200	109000000021200	0	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0
NA	6/14/17	2017	811	AM	NA	8	10	NA	NA	9	12	NA	176	NA	Y	Y	N	Y	NA	Female	NA	171	NA	162.47	107.49	153.22	90.77	NA	NA	3	8.5	NA	NA	NA	NA	NA	167	"6/15/17"	TRUE	NA	NA	7.25	7.66	7.09	7.72	6.94	7.3	7.17	6.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"6 Verts, 5 R Costals, Extra R/L bridge scutes"		NA	NA	NA	NA	NA	FALSE	NA	Loam	35	2	NA	"S. Potters"	NA	NA	108100000091200	108100000091200	0	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	0
NA	6/14/17	2017	836	AM	NA	3	10	NA	NA	3	11	NA	177	NA	N	Y	N	N	NA	Female	NA	NA	NA	170.07	NA	158.56	NA	NA	NA	4	8.9	NA	NA	NA	NA	NA	7794	"6/15/17"	TRUE	NA	NA	6.66	6.45	6.78	6.36	6.26	6.53	6.2	6.09	6.5	6.4	6.67	6.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Y	NA	NA	NA			NA	NA	NA	NA	NA	FALSE	NA		219	12	NA	"S. Potters"	NA	NA	103100000031100	103100000031100	0	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	0
NA	6/14/17	2017	839	AM	NA	8	11	NA	NA	2	12	NA	178	NA	N	Y	N	N	NA	Female	NA	178	151	170.68	129.6	167.13	106.54	NA	NA	5.9	10.9	NA	NA	NA	NA	NA	203	"6/15/17"	TRUE	NA	NA	7.58	7.43	7.76	7.9	7.81	7.57	7.35	7.59	7.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA			NA	NA	NA	NA	NA	FALSE	NA	Loam	54	5	NA	"S. Potters"	NA	NA	108110000021200	108110000021200	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/14/17	2017	428	PM	NA	9	10	NA	NA	3	12	NA	179	NA	N	Y	N	N	NA	Female	NA	NA	NA	170.76	NA	160.6	NA	NA	NA	2.9	8.3	NA	NA	NA	NA	NA	163	"6/15/17"	TRUE	NA	NA	8.46	8.07	8.74	NA	8.57	8.2	8.26	7.79	8.35	8.35	8.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"6 verts., 5th Vert. is tiny"		NA	NA	NA	NA	NA	FALSE	NA	Loam	247	4	NA	"S. Potters"	NA	NA	109100000031200	109100000031200	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/14/17	2017	432	PM	NA	3	8	11	NA	1	NA	NA	180	NA	Y	N	Y	Y	NA	Female	NA	190	163	177.34	134.24	172.78	105.03	NA	NA	4.4	8.5	NA	NA	NA	NA	NA	158	"6/15/17"	TRUE	NA	NA	5.71	6.42	6.88	6.41	6.04	5.85	5.98	6.05	6.53	6.45	6.3	6.55	6.23	6.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Midline juts to right on abdominal scute, short line extending into right femural, front of carapace is serrated, plastron sticks out past carapace in front"		NA	NA	NA	NA	NA	FALSE	NA	Loam	210	10	NA	"S. Potters"	NA	NA	103081100010000	103081100010000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/8/17	2017	437	PM	NA	10	NA	NA	NA	2	3	NA	181	NA	Y	Y	N	Y	NA	Female	NA	181	152	168.1	121.57	157.53	109.29	NA	NA	4.9	8.3	NA	NA	NA	NA	NA	171	"6/14/17"	TRUE	NA	NA	7.98	8.19	6.73	7.72	8.13	7.7	8.62	8.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"13 L&R marg."		NA	NA	NA	NA	NA	FALSE	NA	Loam	129	17	NA	"S. Potters"	NA	NA	110000000020300	110000000020300	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/14/17	2017	249	PM	NA	9	12	NA	NA	8	10	NA	182	NA	Y	Y	N	Y	NA	Female	NA	165	132	157.28	109.02	150.89	89.84	NA	NA	6.9	10	NA	NA	NA	NA	NA	165	"6/15/17"	TRUE	NA	NA	6.28	NA	6.66	6.32	6.12	6.36	6.31	6.49	6.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"marked as juvenile, holes very clear, did not file"		NA	NA	NA	NA	NA	FALSE	NA	Sand	338	6	NA	"S. Potters"	NA	NA	109120000081000	109120000081000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/8/17	2017	501	PM	NA	8	12	NA	NA	1	9	NA	183	NA	Y	Y	N	Y	NA	Female	NA	171	151	160.92	116.84	153.67	97.35	NA	NA	3.7	9.2	NA	NA	NA	NA	NA	197	"6/14/17"	TRUE	NA	NA	7.58	7.64	6.98	7.46	7.47	7.92	7.36	7.52	7.69	7.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	re-filed		NA	NA	NA	NA	NA	FALSE	NA	Loam	NA	0	NA	"S. Potters"	NA	NA	108120000010900	108120000010900	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/8/17	2017	506	PM	NA	12	NA	NA	NA	10	11	NA	184	NA	Y	Y	N	Y	NA	Female	NA	175	154	165.89	114.48	155.71	91.79	NA	NA	5.2	8.8	NA	NA	NA	NA	NA	201	"6/14/17"	TRUE	NA	NA	8.48	7.94	8.35	7.73	7.8	7.78	8.18	7.64	7.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Shallow gash 2L costal, chip b/w 8&9L marg., chip b/w 7&8R marg., refiled"		NA	NA	NA	NA	NA	FALSE	NA	Loam	42	4	NA	"S. Potters"	NA	NA	112000000101100	112000000101100	0	NA	NA	NA	NA	NA	15	NA	NA	NA	NA	0
NA	6/8/17	2017	511	PM	NA	1	3	12	NA	1	NA	NA	185	NA	Y	Y	N	Y	NA	Female	NA	164	144	156.73	116.21	149.63	97.34	NA	NA	1.5	7.9	NA	NA	NA	NA	NA	179	"6/14/17"	TRUE	NA	NA	7.71	8.1	8.12	7.79	8.05	8.26	7.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Y	NA	NA	NA	"Refiled, stumpy tail"		NA	NA	NA	NA	NA	FALSE	NA	Gravel	198	9	NA	"S. Potters"	NA	NA	101031200010000	101031200010000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/8/17	2017	520	PM	NA	10	12	NA	NA	9	11	NA	186	NA	Y	Y	N	Y	NA	Female	NA	189	171	177.76	125.51	167.97	102.79	NA	NA	6	9.9	NA	NA	NA	NA	NA	172	"6/14/17"	TRUE	NA	NA	7.34	6.7	7.76	NA	7.8	7.07	7.11	7.02	7.36	NA	NA	7.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Chips in 8L marg., Extra plastoral scute b/w Right pectoral and abdominal, 2 broken toe nails, refiled"	"extremely compact"	NA	NA	NA	NA	NA	FALSE	NA	Loam	132	9	NA	"S. Potters"	NA	NA	110120000091100	110120000091100	0	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	0
NA	7/14/17	2017	521	PM	NA	8	NA	NA	NA	1	2	8	187	NA	Y	N	Y	Y	NA	Female	NA	169	148	158.36	112.31	154.05	93.53	NA	NA	3.6	9	NA	NA	NA	NA	NA	166	"6/15/17"	TRUE	NA	NA	5.53	6.18	5.91	5.67	6.16	6.05	5.39	5.74	6.26	5.99	5.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	8	"Damage to 10/11R marg., chip to 1st front left  toe nail"	NA	NA	NA	NA	NA	NA	FALSE	NA	Loam	51	9	NA	"S. Potters"	NA	NA	108000000010208	108000000010208	0	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0
NA	6/8/17	2017	539	PM	NA	2	8	12	NA	9	NA	NA	188	NA	Y	N	Y	Y	NA	Female	NA	173	158	163.33	122.26	156.05	101.51	NA	NA	3.9	9.5	NA	NA	NA	NA	NA	196	"6/14/17"	TRUE	NA	NA	7.48	7.39	7.44	6.77	7.23	7.32	7.5	7.62	7.09	7.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	8	"Chipped 2L marg & b/w 2/3R & 3R & 9R marg., 2/9L marg. turned into marks"		NA	NA	NA	NA	NA	FALSE	NA	Loam	67	15	NA	"S. Potters"	NA	NA	102081200090000	102081200090000	0	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0
NA	6/14/17	2017	542	PM	NA	2	9	10	NA	2	NA	NA	189	NA	N	Y	N	N	NA	Female	NA	178	150	167.15	116.13	154.18	97.42	NA	NA	1.9	7.6	NA	NA	NA	NA	NA	7728	"6/15/17"	TRUE	NA	NA	5.74	5.07	5.57	5.64	5.35	5.43	5.35	5.58	5.36	5.74	6.11	5.79	5.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	6			NA	NA	NA	NA	NA	FALSE	NA	Loam	70	9	NA	"S. Potters"	NA	NA	102091000020000	102091000020000	0	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0
NA	6/14/17	2017	559	PM	NA	12	NA	NA	NA	3	11	NA	190	NA	Y	Y	N	Y	NA	Female	NA	151	137	145.62	107.62	135.44	87.29	NA	NA	3.5	7.5	NA	NA	NA	NA	NA	152	"6/15/17"	TRUE	NA	NA	9.54	8.79	9.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"3 partial fingers on front left foot, 6 verts, refiled, stumpy tail, matches record for 12-3,11A"		NA	NA	NA	NA	NA	FALSE	NA	Loam	81	3	NA	S.Potters	NA	NA	112000000031100	412000000031100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/14/17	2017	626	PM	NA	12	NA	NA	NA	3	11	NA	191	NA	Y	Y	N	Y	NA	Female	NA	185	161	172.93	124.94	166.66	104.26	NA	NA	4.8	8.8	NA	NA	NA	NA	NA	206	"6/15/17"	TRUE	NA	NA	8.06	7.63	7.51	8.21	8.06	7.74	7.64	7.11	8.26	7.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"remarked, probably goes with 12-3,11B"	"probably goes with 12-3,11B"	NA	NA	NA	NA	NA	FALSE	NA	Loam	311	2	NA	"S. Potters"	NA	NA	112000000031100	112000000031100	0	NA	NA	NA	NA	NA	13	NA	NA	NA	NA	0
NA	6/14/17	2017	634	PM	NA	8	NA	NA	NA	2	9	NA	192	NA	N	Y	N	N	NA	Female	NA	NA	NA	172.24	NA	167.78	NA	NA	NA	4.6	8.4	NA	NA	NA	NA	NA	7732	"6/15/17"	TRUE	NA	NA	8.09	6.56	6.88	7.94	7.12	6.81	6.83	7.56	7.37	7.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Notch on 4R marg."		NA	NA	NA	NA	NA	FALSE	NA	Loam	326	9	NA	"S. Potters"	NA	NA	108000000020900	108000000020900	0	NA	NA	NA	NA	NA	17	NA	NA	NA	NA	0
NA	6/8/17	2017	647	PM	NA	2	8	11	NA	8	NA	NA	193	NA	Y	Y	N	Y	NA	Female	NA	186	168	174.74	129.63	171.68	106.68	NA	NA	3.1	9.7	NA	NA	NA	NA	NA	7948	"6/14/17"	TRUE	NA	NA	6.11	6.35	6.31	6.08	6.3	6.25	6.29	6.1	5.92	6.18	5.91	5.88	6.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA			NA	NA	NA	NA	NA	FALSE	NA	Loam	141	6	NA	"S. Potters"	NA	NA	102081100080000	102081100080000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/8/17	2017	739	PM	NA	8	12	NA	NA	11	NA	NA	195	NA	Y	Y	N	Y	NA	Female	NA	192	168	176.41	130.88	163.14	101.96	NA	NA	4.5	9.1	NA	NA	NA	NA	NA	7764	"6/14/17"	TRUE	NA	NA	7.2	7.19	7.12	6.92	7.07	7.6	6.71	6.68	6.82	7.16	7.19	6.4	7.01	6.79	6.77	NA	NA	NA	NA	NA	NA	NA	NA	Y	NA	NA	NA	"Extra bridge scute on both sides, refiled"		NA	NA	NA	NA	NA	FALSE	NA	Loam	NA	0	NA	"S. Potters"	NA	NA	108120000110000	108120000110000	0	NA	NA	NA	NA	NA	25	NA	NA	NA	NA	0
NA	6/14/17	2017	747	PM	NA	8	10	NA	NA	2	12	NA	196	NA	N	Y	N	N	NA	Female	NA	189	153	179.89	124.82	168.58	108.51	NA	NA	6.6	7.3	NA	NA	NA	NA	NA	199	"6/16/17"	TRUE	NA	NA	8.05	7.26	7.92	7.2	7.61	8.45	8.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Majority of 8R marg. missing/damaged/ R femoral damaged"		NA	NA	NA	NA	NA	FALSE	NA	Loam	72	10	NA	"S. Potters"	NA	NA	108100000021200	108100000021200	0	NA	NA	NA	NA	NA	13	NA	NA	NA	NA	0
NA	6/8/17	2017	835	PM	NA	3	8	10	NA	9	NA	NA	197	NA	Y	N	Y	Y	NA	Female	NA	182	156	172.33	123.52	160.91	106.8	NA	NA	8.6	9.4	NA	NA	NA	NA	NA	7789	"6/14/17"	TRUE	NA	NA	5.14	5.4	NA	5.03	4.78	NA	5.43	4.2	NA	NA	4.98	4.67	4.51	4.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	8			NA	NA	NA	NA	NA	FALSE	NA	Loam	128	8	NA	"S. Potters"	NA	NA	103081000090000	103081000090000	0	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0
NA	6/14/17	2017	1101	PM	NA	2	3	NA	NA	10	11	NA	199	NA	N	Y	N	N	NA	Female	NA	NA	NA	169.91	NA	162.29	NA	NA	NA	5.9	7.9	NA	NA	NA	NA	NA	7812	"6/15/17"	TRUE	NA	NA	8.43	8.69	8.31	8.11	8.49	8.33	7.51	8.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"5R costals"		NA	NA	NA	NA	NA	FALSE	NA	Loam	307	7	NA	"S. Potters"	NA	NA	102030000101100	102030000101100	0	NA	NA	NA	NA	NA	19	NA	NA	NA	NA	0
NA	6/14/17	2017	1102	PM	NA	12	NA	NA	NA	2	10	NA	200	NA	Y	Y	N	Y	NA	Female	NA	NA	NA	179.07	NA	170.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	194	"6/14/17"	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Propeller damage to L3/4 marg.;"	"Second clutch depredated before excavated"	NA	NA	NA	NA	NA	FALSE	NA		53	8	NA	"South Potters"	NA	NA	112000000021000	112000000021000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/5/17	2017	755	AM	NA	1	3	12	NA	12	NA	NA	201	NA	Y	Y	N	Y	NA	Female	NA	184	168	112.85	120.32	155.81	98.19	NA	NA	3.9	8.5	NA	NA	NA	NA	NA	204	"6/18/17"	TRUE	NA	NA	7.44	7.42	7.22	7.21	7.48	7.61	7.54	7.49	7.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Healed carapace damage L2/3 costal and vert 3/4; chip L2 marg., refiled"		NA	NA	NA	NA	NA	FALSE	NA	Loam	124	5	NA	"South Potters"	NA	NA	101031200120000	101031200120000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/5/17	2017	756	AM	NA	8	10	NA	NA	2	NA	NA	202	NA	Y	Y	N	Y	NA	Female	NA	179	162	165.36	118.22	153.15	98.25	NA	NA	4.5	8.4	NA	NA	NA	NA	NA	7759	"6/16/17"	TRUE	NA	NA	7.75	NA	7.58	7.83	8.46	7.89	7.33	NA	7.6	7.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Plastron midline is jagged; few broken toes"		NA	NA	NA	NA	NA	FALSE	NA	LoamGravel	295	5	NA	"South Potters"	NA	NA	108100000020000	108110000020000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/15/17	2017	852	AM	NA	2	3	11	NA	3	NA	NA	203	NA	Y	Y	N	Y	NA	Female	NA	174	177	161.68	114.19	150.59	93.76	NA	NA	6.1	8.5	NA	NA	NA	NA	NA	7749	"6/16/17"	TRUE	NA	NA	6.08	7.4	6.96	5.92	6.35	6.47	6.7	6.82	6.78	7.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Extra plastron ridge"		NA	NA	NA	NA	NA	FALSE	NA	Loam	60	4	NA	"South Potters"	NA	NA	102031100030000	102031100030000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/15/17	2017	909	AM	NA	1	3	10	NA	12	NA	NA	204	NA	Y	Y	N	Y	NA	Female	NA	167	140	154.84	109.65	147.7	91.82	NA	NA	3.3	8.9	NA	NA	NA	NA	NA	7750	"6/17/17"	TRUE	NA	NA	5.72	6.34	6.59	6.43	6.12	6.5	6.55	6.59	6.1	6.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA			NA	NA	NA	NA	NA	FALSE	NA	Loam	228	4	NA	"South Potters"	NA	NA	101031000120000	101031000120000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/5/17	2017	736	PM	NA	9	NA	NA	NA	8	12	NA	205	NA	N	Y	N	N	NA	Female	NA	NA	NA	162.92	NA	153.36	NA	NA	NA	3.4	7.2	NA	NA	NA	NA	NA	7944	"6/16/17"	TRUE	NA	NA	7.71	7.94	7.56	8.03	7.69	7.47	8.05	7.83	7.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA		"2nd clutch"	NA	NA	NA	NA	NA	FALSE	NA	Loam	86	3	NA	"South Potters"	NA	NA	109000000081200	109000000081200	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/15/17	2017	603	PM	NA	3	8	9	NA	12	NA	NA	206	NA	Y	N	Y	Y	NA	Female	NA	195	177	185.03	140.43	179.3	116.81	NA	NA	4.9	8.7	NA	NA	NA	NA	NA	7758	"6/16/17"	TRUE	NA	NA	7.24	7.3	7.44	7.19	7.49	6.94	6.51	7.35	7.28	7.28	7.18	7.27	7.29	7.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Chips between L2-5 marg., L10-11 marg., R1-2 marg., partial separation inverts"		NA	NA	NA	NA	NA	FALSE	NA	Loam	285	4	NA	"South Potters"	NA	NA	103080900120000	103080900120000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/15/17	2017	757	PM	NA	1	NA	NA	NA	8	9	NA	207	NA	N	Y	N	N	NA	Female	NA	NA	NA	163.98	NA	158.09	NA	NA	NA	5.5	8.6	NA	NA	NA	NA	NA	7841	"6/20/17"	TRUE	NA	NA	8.34	8.21	7.99	7.98	8.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA			NA	NA	NA	NA	NA	FALSE	NA	LoamGravel	304	3	NA	"South Potters"	NA	NA	101000000080900	101000000080900	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/16/17	2017	1013	AM	NA	12	NA	NA	NA	10	NA	NA	208	NA	Y	Y	N	Y	NA	Female	NA	177	154	165	119	152	98	NA	NA	2.5	9	NA	NA	NA	NA	NA	195	"7/18/17"	TRUE	NA	NA	7.1	6.81	6.4	7.13	7.36	7.2	7.43	7.23	7.31	7.23	6.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Chip on L2 and R1 marginals, damage to R9-11 that looks like marks"		NA	NA	NA	NA	NA	FALSE	NA	Loam	50	4	NA	"South Potters"	NA	NA	112000000100000	112000000100000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/16/17	2017	1041	AM	NA	9	NA	NA	NA	9	12	NA	209	NA	Y	Y	N	Y	NA	Female	NA	189	164	175.74	119.4	163.06	99.39	NA	NA	4.9	8.6	NA	NA	NA	NA	NA	7927	"6/15/17"	TRUE	NA	NA	7.55	8.26	8.21	8.52	6.97	8.11	7.99	8.02	6.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA			NA	NA	NA	NA	NA	FALSE	NA	LoamGravel	109	5	NA	"South Potters"	NA	NA	109000000091200	109000000091200	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/15/17	2017	601	PM	NA	1	3	11	NA	11	NA	NA	210	NA	N	Y	N	N	NA	Female	NA	NA	NA	164.71	NA	158.74	NA	NA	NA	7	9.5	NA	NA	NA	NA	NA	7780	"6/17/17"	TRUE	NA	NA	6.69	6.38	6.53	6.92	7.07	7.25	6.02	6.5	6.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA			NA	NA	NA	NA	NA	FALSE	NA	LoamGravel	NA	0	NA	"South Potters"	NA	NA	101031100110000	101031100110000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/16/17	2017	1241	PM	NA	1	10	11	NA	8	NA	NA	211	NA	N	Y	N	N	NA	Female	NA	159	NA	NA	NA	149	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	7722	"6/23/17"	TRUE	NA	NA	5.18	5.24	5.46	5.06	5.59	5.08	5.15	5.22	5.29	5.54	5.44	5.31	5.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	6		"2nd clutch"	NA	NA	NA	NA	NA	FALSE	NA	LoamSand	75	5	NA	"South Potters"	NA	NA	101101100080000	101101100080000	0	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0
NA	6/16/17	2017	1250	PM	NA	2	3	9	NA	10	NA	NA	212	NA	N	Y	N	N	NA	Female	NA	NA	NA	152	NA	145	NA	NA	NA	6.6	9.4	NA	NA	NA	NA	NA	7723	"6/17/17"	TRUE	NA	NA	7.45	7.24	7.39	7.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Right side of carapace more domed than lifted; gash/ ridge on L1 costal"		NA	NA	NA	NA	NA	FALSE	NA	Gravel	98	5	NA	"South Potters"	NA	NA	102030900100000	102030900100000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/16/17	2017	1115	PM	NA	10	11	NA	NA	11	12	NA	213	NA	N	Y	N	N	NA	Female	NA	173	153	157.54	115.27	148.72	93.51	NA	NA	4.1	8.7	NA	NA	NA	NA	NA	77242	"6/17/17"	TRUE	NA	NA	7.08	6.93	7.1	7.07	7.16	7.01	7.22	NA	6.77	7.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Gulars curve, R5 marg. curves in"		NA	NA	NA	NA	NA	FALSE	NA	LoamGravel	80	8	NA	"South Potters"	NA	NA	110110000111200	110110000111200	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/15/17	2017	845	PM	NA	9	10	NA	NA	1	2	3	215	NA	N	Y	N	N	NA	Female	NA	175	152	158.69	NA	151.72	NA	NA	NA	6.8	10.4	NA	NA	NA	NA	NA	7786	"6/17/17"	TRUE	NA	NA	7.42	7.21	7.02	6.26	6.91	7.49	6.4	6.41	5.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA		"2nd Clutch"	NA	NA	NA	NA	NA	FALSE	NA	LoamSand	212	3	NA	"South Potters"	NA	NA	109100000010203	109100000010203	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
